full_total_building_area,area_code,lat,long,project_main_usage,number_of_buildings,total_land_area,floor_area_ratio,period_days,land_price,salary_avg_construction,hot_rolled_coil,end_date,start_date,investment
9945.0,440115,22.818163,113.558792,industrial,2.0,22918.0,0.4339383890391832,730.0,4935.33333333333,39781.0,,2015-02-19,2013-02-19,2500.0
76979.0,440106,23.119825,113.333776,commercial,1.0,,,790.0,1319.0,23334.0,,2012-01-29,2009-11-30,3000.0
90998.0,440113,22.970454,113.370331,industrial,8.0,29690.5,3.064886074670349,729.0,6373.66666666667,44152.0,3306.608695652174,2016-07-29,2014-07-31,1900.0
15217.0,440183,23.270653,113.850775,industrial,1.0,,,244.0,1473.66666666667,29347.0,,2011-11-18,2011-03-19,1166.0
126753.18,440183,23.248638,113.814983,residential,80.0,,,1155.0,7632.0,53964.0,2571.333333333333,2019-09-29,2016-07-31,41377.12
178435.0,440113,23.040583,113.462833,commercial,21.0,,,731.0,6297.66666666667,44152.0,3270.1,2016-06-27,2014-06-27,16417.0
17379.3,440111,23.284225,113.330587,residential,1.0,,,329.0,6657.0,48288.0,2477.95,2016-04-07,2015-05-14,4905.0
54342.2,440116,23.154924,113.452961,industrial,1.0,,,456.0,5398.0,39781.0,,2014-12-30,2013-09-30,15000.0
52017.8,440116,23.165487,113.489268,commercial,2.0,,,715.0,6297.66666666667,44152.0,3270.1,2016-05-29,2014-06-14,6864.0
139094.92,440114,23.40597,113.180711,mixed use,19.0,,,670.0,5131.33333333333,39781.0,,2015-02-28,2013-04-29,19099.1235
1277.36,440113,22.866987,113.491531,supporting facilities,2.0,55100.0,0.023182577132486386,137.0,1370.0,26158.0,,2011-01-14,2010-08-30,2930.0
30020.72,440184,23.596852,113.565346,industrial,2.0,20706.0,1.45,364.0,7369.66666666667,53964.0,2304.5714285714284,2017-05-28,2016-05-29,2100.0
48291.0,440106,23.11816,113.413649,mixed use,7.0,23097.0,2.090791011819717,511.0,1370.0,26158.0,,2011-12-30,2010-08-06,4900.0
45111.0,440103,23.091286,113.230176,mixed use,6.0,,,768.0,1211.0,23334.0,,2011-08-07,2009-06-30,10189.158
108728.0,440112,23.334567,113.545238,public,1.0,33333.0,3.261872618726187,638.0,7408.0,56796.0,3946.652173913044,2019-05-09,2017-08-09,40000.0
2162.0,440113,23.013208,113.358313,supporting facilities,1.0,,,363.0,1634.0,33734.0,,2013-03-29,2012-03-31,7000.0
26000.0,440111,23.17913,113.24117,public,,35000.0,0.7428571428571429,326.0,5398.0,39781.0,,2014-07-14,2013-08-22,11000.0
6608.2,440115,23.130192,113.325287,public,1.0,8853.0,0.7464362363040777,575.0,1352.33333333333,26158.0,,2011-12-30,2010-06-03,4080.0
16870.0,440114,23.407087,113.237059,industrial,3.0,,,365.0,1319.0,23334.0,,2010-10-19,2009-10-19,1180.9
120000.0,440111,23.202589,113.322469,mixed use,3.0,63689.0,1.884155819686288,3752.0,1016.0,20867.0,,2017-11-29,2007-08-22,1537.0
37516.0,440114,22.798392,113.547116,public,2.0,75899.0,0.49428846229858103,426.0,1259.33333333333,23334.0,,2010-10-31,2009-08-31,31667.0
98610.28,440184,23.636539,113.648254,residential,9.0,,,1459.0,5621.0,39781.0,,2017-11-24,2013-11-26,9985.0
13456.0,440113,22.805105,113.401653,mixed use,5.0,8805.0,1.5282226007950028,731.0,1376.66666666667,26158.0,,2012-03-19,2010-03-19,1444.5
258363.4,440114,23.407626,113.228366,residential,6.0,,,1095.0,1211.0,23334.0,,2012-05-30,2009-05-31,38754.5
240000.0,440113,23.016392,113.340766,commercial,,119973.9,2.0004350946330827,940.0,6373.66666666667,44152.0,3272.095238095238,2017-03-28,2014-08-31,43032.0
125936.3,440113,23.013537,113.37085,commercial,5.0,,,672.0,6441.66666666667,44152.0,2859.555555555556,2016-08-31,2014-10-29,20000.0
91187.0,440183,23.13269,113.624432,residential,15.0,,,730.0,5621.0,39781.0,,2015-11-14,2013-11-14,30500.0
34492.0,440183,23.297773,113.798101,mixed use,7.0,,,700.0,6441.66666666667,44152.0,2863.8,2016-10-30,2014-11-30,8795.0
37000.0,440113,23.056178,113.385639,supporting facilities,1.0,,,436.0,5621.0,39781.0,,2014-12-24,2013-10-14,8928.1
8507.0,440115,22.640712,113.606134,industrial,1.0,,,239.0,5398.0,39781.0,,2014-03-05,2013-07-09,2250.0903
34263.0,440105,23.096645,113.247008,mixed use,1.0,,,602.0,6297.66666666667,44152.0,3307.0,2015-12-30,2014-05-07,11317.26
14580.0,440184,23.620153,113.452325,industrial,1.0,,,170.0,1618.33333333333,29347.0,,2012-01-19,2011-08-02,1138.0
5812.0,440112,23.130012,113.486398,industrial,1.0,,,222.0,5893.66666666667,44152.0,,2014-08-29,2014-01-19,11296.0
47735.0,440113,22.903163,113.347081,mixed use,2.0,,,304.0,4782.33333333333,33734.0,,2013-05-31,2012-07-31,9000.0
64972.0,440183,23.153488,113.629641,residential,6.0,,,844.0,5893.66666666667,44152.0,,2016-05-15,2014-01-22,10000.0
59078.9,440113,22.935469,113.410221,commercial,1.0,,,911.0,4840.33333333333,33734.0,,2015-06-28,2012-12-29,9600.0
11413.0,440106,23.339381,113.289389,commercial,2.0,11413.0,1.0,1775.0,1143.0,22917.0,,2012-12-30,2008-02-20,24198.0
31594.0,440116,23.304428,113.345238,industrial,6.0,,,-220.0,1630.0,29347.0,,2011-03-29,2011-11-04,3000.0
9450.0,440104,23.133068,113.277664,public,1.0,,,517.0,1352.33333333333,26158.0,,2011-09-29,2010-04-30,5226.0
6784.0,440111,23.268271,113.217449,mixed use,1.0,,,183.0,5131.33333333333,39781.0,,2013-12-14,2013-06-14,1200.0
57728.0,440183,23.169119,113.597169,residential,8.0,,,729.0,4840.33333333333,33734.0,,2014-12-08,2012-12-09,12000.0
111719.0,440183,23.283866,113.812321,mixed use,7.0,,,549.0,1541.66666666667,29347.0,,2012-12-19,2011-06-19,16414.394
39255.0,440115,22.640712,113.606134,public,1.0,25952.0,1.5126001849568433,1140.0,6987.33333333333,48288.0,1799.9565217391305,2019-02-09,2015-12-27,34959.22
56743.0,440113,22.975357,113.350128,residential,6.0,,,1431.0,1259.33333333333,23334.0,,2013-06-29,2009-07-29,9453.3838
29525.0,440105,23.10209,113.271355,mixed use,3.0,16741.0,1.7636341915058837,699.0,5398.0,39781.0,,2015-07-31,2013-08-31,10000.0
90703.0,440115,22.801435,113.525178,mixed use,,16666.0,5.442397695907836,609.0,6297.66666666667,44152.0,3403.904761904762,2015-12-29,2014-04-29,35000.0
14618.0,440104,23.113945,113.282604,public,1.0,20576.0,0.7104393468118196,249.0,1319.0,23334.0,,2010-08-30,2009-12-24,10231.0
66730.0,440111,23.100805,113.383681,mixed use,6.0,,,1201.0,1016.0,20867.0,,2010-10-31,2007-07-18,8337.0
9255.0,440113,23.011386,113.326791,public,1.0,53985.0,0.17143651014170602,184.0,1376.66666666667,26158.0,,2010-09-27,2010-03-27,4646.7
29965.4,440113,22.939281,113.362648,residential,4.0,9275.13,3.23072560708044,701.0,1634.0,33734.0,,2014-01-30,2012-02-29,9000.0
45639.03,440116,23.202162,113.571945,industrial,,,,289.0,1473.66666666667,29347.0,,2011-12-30,2011-03-16,12000.0
43638.0,440114,23.443222,113.210241,public,5.0,1.0,,476.0,5621.0,39781.0,,2015-02-20,2013-11-01,21918.0
42386.3,440115,23.140526,113.452105,industrial,5.0,,,264.0,4782.33333333333,33734.0,,2013-03-30,2012-07-09,8000.0
20011.0,440183,23.303563,113.823337,mixed use,8.0,,,365.0,1397.0,26158.0,,2011-12-07,2010-12-07,3000.0
29535.36,440114,23.469784,113.141418,industrial,10.0,1.0,,730.0,4935.33333333333,39781.0,,2015-02-27,2013-02-27,3141.24
3726.23,440114,23.373529,113.138969,industrial,2.0,,,226.0,6373.66666666667,44152.0,3272.095238095238,2015-04-14,2014-08-31,1950.0
18011.0,440116,23.056836,113.517832,industrial,5.0,17377.0,1.68,396.0,6657.0,48288.0,2391.190476190476,2016-07-19,2015-06-19,25000.0
27697.2,440104,23.14257,113.296507,residential,1.0,,,899.0,5398.0,39781.0,,2016-03-02,2013-09-15,5500.0
14326.0,440113,22.931739,113.348452,commercial,3.0,,,729.0,1634.0,33734.0,,2014-02-27,2012-02-29,4000.0
137216.0,440105,23.096456,113.27432,commercial,2.0,,,1947.0,1370.0,26158.0,,2015-12-30,2010-08-31,48465.0
160000.0,440113,23.02047,113.33239,residential,18.0,63233.0,2.5303243559533786,314.0,1376.66666666667,26158.0,,2010-12-19,2010-02-08,12191.0
52564.8,440104,23.156622,113.257983,commercial,1.0,,,549.0,5131.33333333333,39781.0,,2014-10-18,2013-04-17,20000.0
34769.0,440116,23.156635,113.453176,industrial,3.0,20340.0,1.7093903638151426,427.0,1541.66666666667,29347.0,,2012-08-14,2011-06-14,8400.0
12658.0,440115,22.827258,113.517449,industrial,1.0,,,222.0,1473.66666666667,29347.0,,2011-08-27,2011-01-17,3500.0
108183.0,440114,23.481748,113.222859,mixed use,4.0,,,1309.0,1352.33333333333,26158.0,,2013-12-30,2010-05-31,13002.36
85269.0,440113,22.985158,113.477564,residential,7.0,,,930.0,1630.0,29347.0,,2014-07-14,2011-12-27,14468.0
43322.0,440183,23.13588,113.62258,public,3.0,,,1081.0,1541.66666666667,29347.0,,2014-06-06,2011-06-21,14000.0
15883.0,440184,23.577493,113.651901,industrial,6.0,13308.2,1.19,272.0,4719.33333333333,33734.0,,2013-03-29,2012-06-30,2000.0
60000.0,440184,23.577422,113.650742,industrial,16.0,53333.6,1.1249943750281248,381.0,1473.66666666667,29347.0,,2012-03-29,2011-03-14,4500.0
6500.0,440115,22.797541,113.563043,residential,1.0,3911.7,1.6616816218012629,304.0,7175.0,53964.0,1984.9375,2016-12-29,2016-02-29,3000.0
43247.34,440116,23.168179,113.457165,commercial,1.0,15000.0,2.8831559999999996,380.0,1618.33333333333,29347.0,,2012-09-14,2011-08-31,12000.0
15000.0,440183,22.87524,113.44347,industrial,2.0,,,1369.0,4840.33333333333,33734.0,,2016-09-16,2012-12-17,1019.0
93701.1,440103,23.131121,113.222765,residential,3.0,,,937.0,4935.33333333333,39781.0,,2015-09-30,2013-03-07,20000.0
56000.0,440184,23.623044,113.625034,mixed use,2.0,,,458.0,1473.66666666667,29347.0,,2012-05-31,2011-02-28,7548.0
66000.0,440115,22.678101,113.592557,industrial,1.0,21473.75,3.0735199953431516,640.0,7175.0,53964.0,2266.260869565217,2017-12-27,2016-03-27,11000.0
23248.0,440114,23.404326,113.220125,residential,6.0,,,770.0,5621.0,39781.0,,2015-12-30,2013-11-20,5000.0
20206.91,440114,22.919696,113.365607,residential,2.0,,,631.0,5131.33333333333,39781.0,,2015-02-19,2013-05-29,4800.0
84509.0,440113,23.00104,113.306127,commercial,4.0,,,1460.0,5893.66666666667,44152.0,,2018-01-25,2014-01-26,24661.7
10713.0,440184,23.586504,113.470644,commercial,3.0,,,731.0,6805.0,48288.0,1931.5,2017-09-30,2015-09-30,3010.5626
14035.0,440106,23.146069,113.322218,commercial,1.0,,,364.0,1376.66666666667,26158.0,,2011-03-14,2010-03-15,4178.0
18356.0,440112,23.109327,113.48059,commercial,1.0,118819.8,0.1545,212.0,4719.33333333333,33734.0,,2012-12-29,2012-05-31,2200.0
30442.0,440114,23.395586,113.07156,industrial,4.0,14503.0,2.0990139971040476,368.0,6657.0,48288.0,2477.95,2016-05-29,2015-05-27,4600.0
32055.2,440111,23.277144,113.530289,public,,,,501.0,6373.66666666667,44152.0,2947.619047619048,2016-01-30,2014-09-16,26120.0
34917.0,440183,23.564752,113.781339,commercial,34.0,,,366.0,1630.0,29347.0,,2012-10-31,2011-10-31,2988.0066
18059.0,440116,23.155696,113.510649,industrial,3.0,,,487.0,1618.33333333333,29347.0,,2012-12-30,2011-08-31,16000.0
47191.0,440105,23.081658,113.269778,mixed use,2.0,,,1096.0,1319.0,23334.0,,2012-12-24,2009-12-24,7500.0
183578.0,440111,23.275927,113.322267,residential,81.0,73766.0,3.17,1064.0,1376.66666666667,26158.0,,2012-12-30,2010-01-31,3000.0
75667.3,440116,22.640712,113.606134,industrial,2.0,81311.0,0.9305911869242784,384.0,1630.0,29347.0,,2012-12-28,2011-12-10,5508.0
184500.0,440183,23.191514,113.595038,residential,,,,827.0,1630.0,29347.0,,2014-03-14,2011-12-08,28650.0
159000.0,440111,23.215311,113.224345,commercial,7.0,,,1185.0,7175.0,53964.0,2266.260869565217,2019-06-29,2016-03-31,33000.0
33980.0,440184,23.555166,113.595578,residential,8.0,,,2681.0,1027.66666666667,20867.0,,2015-04-19,2007-12-16,1500.0
10589.0,440113,23.050047,113.389097,public,2.0,,,191.0,1319.0,23334.0,,2010-05-29,2009-11-19,4432.5
86032.0,440183,23.158319,113.597383,mixed use,,,,1575.0,6441.66666666667,44152.0,2922.3478260869565,2019-04-08,2014-12-15,19440.9
34623.0,440116,23.167706,113.42799,industrial,3.0,,,1101.0,1211.0,23334.0,,2012-05-29,2009-05-24,3860.0
104442.0,440112,23.103056,113.441419,residential,8.0,49381.0,2.115023997083899,1721.0,6297.66666666667,44152.0,3403.904761904762,2018-12-30,2014-04-14,13000.0
49000.0,440105,23.094742,113.303943,public,1.0,,,1601.0,1352.33333333333,26158.0,,2014-09-14,2010-04-27,19000.0
6000.0,440184,23.613543,113.615875,public,3.0,15488.1,0.3873941929610475,31.0,5398.0,39781.0,,2013-10-31,2013-09-30,1597.0
74548.1,440106,23.206058,113.580112,industrial,7.0,,,822.0,6657.0,48288.0,2391.190476190476,2017-09-29,2015-06-30,23801.4414
53852.0,440113,22.94543,113.422067,residential,4.0,,,731.0,1352.33333333333,26158.0,,2012-04-30,2010-04-30,24832.0
130201.0,440183,23.117258,113.621657,commercial,2.0,22797.51,5.711193897930081,212.0,1397.0,26158.0,,2011-07-28,2010-12-28,15000.0
51034.0,440184,23.549289,113.590802,residential,27.0,13567.0,3.761627478440333,1553.0,5131.33333333333,39781.0,,2017-09-29,2013-06-29,16300.0
97598.6,440116,23.15363,113.499835,supporting facilities,3.0,30085.0,3.244095063985375,366.0,1541.66666666667,29347.0,,2012-06-30,2011-06-30,33457.0
167699.0,440183,23.134907,113.593783,commercial,4.0,,,729.0,4782.33333333333,33734.0,,2014-09-28,2012-09-29,21800.87
22778.11,440116,22.640712,113.606134,public,1.0,11400.035,1.9980736901246356,152.0,1630.0,29347.0,,2012-04-29,2011-11-29,10743.6
6956.0,440183,23.285927,113.843869,residential,1.0,,,500.0,5621.0,39781.0,,2015-03-25,2013-11-10,2100.0
20538.0,440105,23.088976,113.354517,public,1.0,,,455.0,4840.33333333333,33734.0,,2014-03-19,2012-12-19,9211.0708
8617.0,440106,23.1308,113.327597,supporting facilities,1.0,7500.0,1.1489333333333334,722.0,1541.66666666667,29347.0,,2013-04-30,2011-05-09,1723.4
30861.0,440104,23.132003,113.303346,commercial,1.0,,,1126.0,1352.33333333333,26158.0,,2013-05-30,2010-04-30,7000.0
72508.2,440112,23.109382,113.469646,residential,3.0,,,755.0,1541.66666666667,29347.0,,2013-07-22,2011-06-28,9100.0
35887.0,440113,23.012843,113.322421,mixed use,1.0,,,1095.0,1352.33333333333,26158.0,,2013-06-08,2010-06-09,5454.824
68945.0,440183,23.17154,113.792776,mixed use,5.0,,,943.0,7175.0,53964.0,1984.9375,2018-09-29,2016-02-29,14900.0
20000.0,440184,23.512564,113.665155,industrial,5.0,,,303.0,4719.33333333333,33734.0,,2013-04-18,2012-06-19,5000.0
26049.0,440113,22.845091,113.439714,supporting facilities,,,,180.0,4840.33333333333,33734.0,,2013-05-03,2012-11-04,5269.3081
22221.0,440116,23.169854,113.450839,public,,27863.0,0.7977,182.0,1319.0,23334.0,,2010-06-24,2009-12-24,17565.0
59876.0,440116,23.164487,113.532335,public,,74289.0,0.8059874274791692,508.0,6560.33333333333,48288.0,2532.3636363636365,2016-08-12,2015-03-23,26836.0
76914.0,440113,22.994849,113.285742,industrial,1.0,,,730.0,1541.66666666667,29347.0,,2013-05-08,2011-05-09,7131.443
53031.0,440116,23.176881,113.498295,commercial,2.0,10043.0,3.5,688.0,6373.66666666667,44152.0,2947.619047619048,2016-08-15,2014-09-27,16020.0
33138.0,440114,23.395865,113.180612,residential,5.0,,,1595.0,1352.33333333333,26158.0,,2014-10-12,2010-05-31,3313.8
74418.0,440106,23.155782,113.419184,public,6.0,,,610.0,6560.33333333333,48288.0,2532.3636363636365,2016-11-29,2015-03-30,36061.55
30968.0,440114,23.395016,113.200306,residential,,8707.0,3.556678534512461,730.0,6441.66666666667,44152.0,2922.3478260869565,2016-12-30,2014-12-31,11705.66
58291.4,440183,23.381845,113.833858,mixed use,,58291.4,1.0,395.0,1397.0,26158.0,,2011-12-17,2010-11-17,5000.0
82000.0,440115,22.774069,113.549047,industrial,10.0,51047.0,1.6063627637275453,571.0,4719.33333333333,33734.0,,2013-10-30,2012-04-07,16000.0
123607.0,440113,23.020109,113.34817,commercial,1.0,,,1014.0,5893.66666666667,44152.0,3358.333333333333,2016-12-14,2014-03-06,29764.484
3880.0,440116,23.173317,113.509816,public,,5000.0,0.776,269.0,1352.33333333333,26158.0,,2011-01-21,2010-04-27,1715.8897
50000.0,440116,23.100159,113.267988,mixed use,1.0,,,488.0,4719.33333333333,33734.0,,2013-08-14,2012-04-13,20190.82
55846.0,440183,23.263245,113.813666,public,1.0,26291.31,2.1241239025366174,792.0,5398.0,39781.0,,2015-09-29,2013-07-29,47826.0
65645.53,440114,22.83425,113.500002,commercial,1.0,,,365.0,1352.33333333333,26158.0,,2011-05-02,2010-05-02,5512.91
20326.8,440116,23.162235,113.478842,industrial,3.0,25209.0,0.81,153.0,1376.66666666667,26158.0,,2010-08-07,2010-03-07,16000.0
24345.0,440184,23.578558,113.511001,residential,9.0,,,750.0,7369.66666666667,53964.0,2628.15,2018-04-29,2016-04-09,4921.0
83000.0,440115,22.827258,113.517449,industrial,1.0,,,212.0,6657.0,48288.0,2477.95,2015-12-29,2015-05-31,15000.0
11872.0,440113,22.879104,113.401107,industrial,2.0,,,183.0,1541.66666666667,29347.0,,2011-10-29,2011-04-29,1750.0
57320.98,440114,23.445253,113.189728,residential,3.0,,,1019.0,6441.66666666667,44152.0,2922.3478260869565,2017-09-28,2014-12-14,13276.0549
252400.0,440114,23.41682,113.225406,residential,11.0,75000.0,3.3653333333333335,274.0,6441.66666666667,44152.0,2922.3478260869565,2015-09-24,2014-12-24,6011.1339
74083.4,440114,23.375925,113.265847,residential,10.0,,,790.0,6560.33333333333,48288.0,2719.4,2017-03-30,2015-01-30,7900.0
62526.0,440116,23.175271,113.501063,public,1.0,23640.0,2.64492385786802,721.0,1634.0,33734.0,,2014-02-07,2012-02-17,49315.0
13422.9,440116,23.175151,113.477223,commercial,1.0,6035.0,2.224175642087821,241.0,6373.66666666667,44152.0,2947.619047619048,2015-05-16,2014-09-17,1428.79
200000.0,440111,-1.0,-1.0,mixed use,102.0,89839.0,2.2262046549939334,662.0,1352.33333333333,26158.0,,2012-03-30,2010-06-07,45000.0
43696.2,440112,23.426498,113.423622,commercial,1.0,13333.0,3.2772969324233103,729.0,7369.66666666667,53964.0,2304.5714285714284,2018-05-30,2016-05-31,9524.0
16535.32,440114,23.445253,113.189728,public,1.0,,,413.0,5893.66666666667,44152.0,,2015-03-29,2014-02-09,1587.3427
37706.0,440113,22.967994,113.493194,residential,5.0,,,416.0,4840.33333333333,33734.0,,2013-12-30,2012-11-09,3905.37
34870.8,440114,23.430613,113.172307,public,5.0,,,516.0,1319.0,23334.0,,2011-04-09,2009-11-09,2556.96
63492.74,440114,22.640712,113.606134,commercial,1.0,,,762.0,6805.0,48288.0,2067.521739130435,2017-08-31,2015-07-31,12000.0
64072.64,440114,23.427801,113.205785,commercial,3.0,,,730.0,7369.66666666667,53964.0,2628.15,2018-04-27,2016-04-27,10175.7411
9139.0,440112,23.090354,113.473726,supporting facilities,1.0,,,151.0,1259.33333333333,23334.0,,2010-02-28,2009-09-30,3000.0
45879.0,440111,23.145959,113.231603,mixed use,5.0,12006.0,3.8213393303348324,1024.0,5398.0,39781.0,,2016-06-29,2013-09-09,5965.0
16522.0,440106,23.170819,113.381319,mixed use,2.0,1900.0,8.695789473684211,365.0,7369.66666666667,53964.0,2304.5714285714284,2017-05-24,2016-05-24,2809.0
266369.0,440113,22.976455,113.471832,residential,12.0,,,681.0,1319.0,23334.0,,2011-10-29,2009-12-17,12000.0
16167.0,440183,23.200087,113.694785,industrial,4.0,,,545.0,5621.0,39781.0,,2015-05-23,2013-11-24,1050.855
36707.23,440114,23.388053,113.228901,residential,3.0,,,730.0,1352.33333333333,26158.0,,2012-04-06,2010-04-07,5505.0
6958.0,440116,23.312785,113.564125,public,1.0,,,203.0,1352.33333333333,26158.0,,2010-10-29,2010-04-09,1652.0
19939.76,440114,23.429239,113.343867,industrial,3.0,,,365.0,6805.0,48288.0,2050.619047619048,2016-08-18,2015-08-19,3200.0
22762.93,440116,23.157627,113.467645,industrial,,,,465.0,1618.33333333333,29347.0,,2012-12-30,2011-09-22,14000.0
16793.6,440111,23.222491,113.285379,public,1.0,14348.0,1.1704488430443267,486.0,5621.0,39781.0,,2015-04-19,2013-12-19,10875.0
31939.0,440113,22.942376,113.388041,mixed use,1.0,,,720.0,1634.0,33734.0,,2013-12-29,2012-01-09,3550.0
172125.66,440114,23.425604,113.177718,residential,22.0,,,549.0,1352.33333333333,26158.0,,2011-11-09,2010-05-09,16109.6255
2906.4,440114,23.360822,113.221201,public,1.0,,,209.0,5398.0,39781.0,,2014-03-27,2013-08-30,1290.0
11850.0,440183,23.151482,113.619622,industrial,2.0,,,165.0,1618.33333333333,29347.0,,2011-12-29,2011-07-17,1030.0
22402.9,440104,23.110022,113.304575,public,1.0,,,547.0,6297.66666666667,44152.0,3270.1,2015-12-29,2014-06-30,7518.0
103711.0,440112,23.110659,113.455528,mixed use,7.0,,,1162.0,1370.0,26158.0,,2013-09-13,2010-07-09,21938.0
17200.0,440113,22.924137,113.323909,public,3.0,,,386.0,1259.33333333333,23334.0,,2010-10-02,2009-09-11,5342.69
35800.0,440115,22.765837,113.609592,mixed use,4.0,16667.0,2.1479570408591826,731.0,1473.66666666667,29347.0,,2013-03-09,2011-03-09,2861.232
117143.44,440114,23.427156,113.174295,residential,12.0,,,587.0,1259.33333333333,23334.0,,2011-03-19,2009-08-09,11572.9
6756.8,440104,23.143727,113.28829,public,1.0,2403.0,2.811818560133167,365.0,7894.33333333333,53964.0,2755.375,2017-10-31,2016-10-31,2000.0
186022.72,440114,23.448909,113.171825,residential,13.0,,,791.0,6805.0,48288.0,2050.619047619048,2017-10-13,2015-08-14,38484.4868
17156.0,440116,23.203553,113.549593,industrial,2.0,21092.0,0.81,133.0,1541.66666666667,29347.0,,2011-11-07,2011-06-27,2500.0
109764.0,440113,23.037412,113.297566,residential,4.0,,,731.0,1473.66666666667,29347.0,,2013-01-31,2011-01-31,5925.6
7420.0,440106,-1.0,-1.0,supporting facilities,1.0,2562.0,2.8961748633879782,487.0,7175.0,53964.0,2266.260869565217,2017-07-29,2016-03-29,14972.07
11729.5,440112,23.128179,113.289361,residential,1.0,,,215.0,5131.33333333333,39781.0,,2014-01-30,2013-06-29,2550.0
38950.0,440114,23.477178,113.164853,residential,37.0,,,179.0,1319.0,23334.0,,2010-04-16,2009-10-19,4096.3679
26854.0,440111,23.192163,113.247889,commercial,2.0,,,528.0,1163.33333333333,22917.0,,2009-12-29,2008-07-19,3222.48
229169.0,440183,23.140116,113.559135,residential,15.0,,,1461.0,5893.66666666667,44152.0,,2018-02-07,2014-02-07,8500.0
37837.3,440116,23.195123,113.569895,industrial,,37837.3,1.0,1140.0,6441.66666666667,44152.0,2863.8,2017-12-29,2014-11-15,9738.0
23710.4,440114,23.482969,113.234684,industrial,6.0,6.0,,729.0,7369.66666666667,53964.0,2628.15,2018-04-23,2016-04-24,2025.5112
154427.0,440103,23.124213,113.21976,commercial,1.0,,,975.0,1352.33333333333,26158.0,,2012-12-30,2010-04-30,46875.0
39943.8,440113,22.936754,113.318514,commercial,3.0,,,699.0,6987.33333333333,48288.0,1764.7142857142858,2017-10-26,2015-11-27,8103.0
31542.9,440116,23.157627,113.467645,commercial,1.0,11664.0,2.7042952674897123,669.0,1634.0,33734.0,,2013-12-30,2012-03-01,10000.0
2907.0,440183,23.487925,113.779791,public,2.0,,,240.0,5621.0,39781.0,,2014-06-26,2013-10-29,1285.8796
21093.0,440116,23.086351,113.284193,industrial,1.0,35235.0,0.6,1065.0,1352.33333333333,26158.0,,2013-04-30,2010-05-31,20415.72
26034.0,440105,23.096721,113.329459,residential,2.0,6859.0,3.795597025805511,337.0,1259.33333333333,23334.0,,2010-08-04,2009-09-01,9000.0
36735.0,440116,23.156279,113.452006,industrial,,14429.0,2.49,477.0,4840.33333333333,33734.0,,2014-03-31,2012-12-09,4500.0
2686.0,440113,22.937512,113.48118,supporting facilities,5.0,,,264.0,1259.33333333333,23334.0,,2010-03-30,2009-07-09,2714.0
7043.0,440104,23.122221,113.265052,mixed use,1.0,,,366.0,1541.66666666667,29347.0,,2012-06-19,2011-06-19,2442.0
55714.89,440114,23.422142,113.198791,residential,12.0,,,790.0,1211.0,23334.0,,2011-06-29,2009-04-30,5405.0
18948.0,440105,23.073317,113.293631,commercial,1.0,,,1461.0,6297.66666666667,44152.0,3403.904761904762,2018-04-27,2014-04-27,5200.0
2162.0,440113,-1.0,-1.0,industrial,1.0,,,272.0,4719.33333333333,33734.0,,2013-03-29,2012-06-30,7000.0
117554.0,440105,23.098067,113.262913,residential,,18526.0,6.34535247759905,759.0,4782.33333333333,33734.0,,2014-09-29,2012-08-31,2410.0
67045.0,440183,23.276256,113.825614,mixed use,10.0,,,701.0,6441.66666666667,44152.0,2922.3478260869565,2016-11-19,2014-12-19,16000.0
68515.0,440113,23.026803,113.322343,residential,1.0,,,761.0,1634.0,33734.0,,2014-04-17,2012-03-17,14443.0
37273.07,440114,23.395094,113.237117,residential,4.0,,,1251.0,5398.0,39781.0,,2016-12-29,2013-07-27,7723.856
8079.47,440114,23.378823,113.21938,public,1.0,,,152.0,6805.0,48288.0,2050.619047619048,2016-01-08,2015-08-09,2070.7
11872.4,440105,23.096091,113.296798,public,1.0,,,399.0,1319.0,23334.0,,2011-01-10,2009-12-07,3333.0
139906.0,440113,22.973098,113.365048,commercial,3.0,31135.0,4.493528183716075,1307.0,5893.66666666667,44152.0,3358.333333333333,2017-10-14,2014-03-17,28121.0
10017.0,440113,22.966484,113.348994,public,1.0,,,699.0,1352.33333333333,26158.0,,2012-03-28,2010-04-29,1102.0
89270.2,440116,23.161246,113.45294,commercial,,34678.0,2.574260337966434,549.0,1473.66666666667,29347.0,,2012-08-30,2011-02-28,22054.0
92100.0,440106,23.113106,113.374564,commercial,1.0,10320.9,8.923640380199402,180.0,6936.0,56796.0,3496.3888888888887,2017-07-30,2017-01-31,25000.0
72035.0,440106,23.118782,113.390392,commercial,1.0,,,751.0,1352.33333333333,26158.0,,2012-07-19,2010-06-29,26110.0
87389.78,440114,23.406398,113.340486,commercial,7.0,,,550.0,6805.0,48288.0,2067.521739130435,2017-01-14,2015-07-14,7371.3532
80000.0,440111,23.177504,113.238765,residential,8.0,,,331.0,1319.0,23334.0,,2010-10-24,2009-11-27,29663.0
16719.0,440106,23.170819,113.381319,residential,2.0,,,305.0,6987.33333333333,48288.0,1799.9565217391305,2016-10-19,2015-12-19,2853.0
51696.0,440113,23.010132,113.379503,public,5.0,,,365.0,1352.33333333333,26158.0,,2011-05-30,2010-05-30,3500.0
27343.0,440183,23.212646,113.601776,residential,,,,399.0,5398.0,39781.0,,2014-10-24,2013-09-20,11550.0
