full_total_building_area,area_code,lat,long,project_main_usage,number_of_buildings,total_land_area,floor_area_ratio,period_days,land_price,salary_avg_construction,hot_rolled_coil,end_date,start_date,investment
42203.47,440113,22.902726,113.307091,public,1.0,17540.0,2.4061271379703535,719.0,,,3795.3333333333335,2026-03-03,2024-03-14,27741.18
19538.0,440106,23.13978,113.412281,public,1.0,,,465.0,,81755.0,4073.4761904761904,2025-03-30,2023-12-21,12421.0
88954.25,440111,23.306234,113.321533,industrial,,23918.0,3.7191341249268333,213.0,,81755.0,3975.090909090909,2024-06-27,2023-11-27,43000.0
66074.7,440113,22.909332,113.361267,public,9.0,34745.47,1.90167811803956,630.0,,,3795.3333333333335,2025-12-09,2024-03-19,37738.6
57000.0,440118,23.280808,113.630096,public,,40820.2,1.3963674847256997,287.0,,,3795.3333333333335,2024-12-30,2024-03-18,42860.0
111754.0,440118,23.201018,113.729049,industrial,3.0,34224.8,3.265,729.0,,,3768.15,2026-04-04,2024-04-05,10000.0
9065.0,440118,23.173155,113.799007,commercial,,,,299.0,,,3795.3333333333335,2024-12-30,2024-03-06,6751.23
6600.0,440115,22.642045,113.673506,industrial,2.0,13743.22,0.4802368004004884,299.0,,,3943.266666666667,2024-12-13,2024-02-18,9360.0
40000.0,440113,23.030881,113.474943,industrial,1.0,45042.0,0.8880600328582212,264.0,,,3768.15,2025-01-19,2024-04-30,45000.0
2451.96,440113,23.034073,113.424554,public,1.0,67994.76,0.03606101411344051,0.0,,81755.0,3872.15,2023-09-05,2023-09-05,4935.1088
5500.0,440118,23.256142,113.776375,public,1.0,3832.0,1.4352818371607516,185.0,,,3795.3333333333335,2024-09-15,2024-03-14,3000.0
10710.0,440113,22.916386,113.38574,public,1.0,10710.0,1.0,270.0,,,3795.3333333333335,2024-12-19,2024-03-24,5488.33
52016.0,440113,22.953313,113.457869,commercial,6.0,31921.0,1.63,730.0,,,3795.3333333333335,2026-03-19,2024-03-19,9600.06
8607.0,440112,23.144535,113.491825,industrial,2.0,17051.0,0.5047797783121225,730.0,,81755.0,3762.0,2025-10-24,2023-10-25,7000.0
10000.0,440118,23.261463,113.8072,mixed use,,57139.92,0.175,213.0,,81755.0,3975.090909090909,2024-06-30,2023-11-30,12000.0
2898.0,440113,23.035802,113.309886,public,1.0,1142.0,2.5376532399299476,260.0,,,3795.3333333333335,2024-11-24,2024-03-09,1228.9824
97998.48,440106,23.142382,113.43047,residential,,125142.48,0.783095236725371,1111.0,,,3795.3333333333335,2027-03-30,2024-03-14,4500.0
12103.9,440113,22.984351,113.424128,public,1.0,19733.43,0.6133703061251896,480.0,,81755.0,4073.4761904761904,2025-04-21,2023-12-28,6120.9758
10781.52,440113,22.998152,113.343219,public,5.0,5400.0,1.9965777777777778,214.0,,,3943.266666666667,2024-09-29,2024-02-28,36884.97
16504.45,440113,22.96105,113.460794,industrial,2.0,3198.78,5.159607725445326,270.0,,,4064.818181818182,2024-10-05,2024-01-09,4800.0
30580.15,440114,23.399908,113.224485,residential,1.0,14955.0,2.04,334.0,10039.0,76064.0,5703.95,2022-08-29,2021-09-29,3000.0
32000.0,440118,23.257598,113.780293,public,3.0,,,44.0,,,3943.266666666667,2024-04-13,2024-02-29,15000.0
25330.0,440112,23.05483,113.521401,industrial,2.0,10132.0,2.5,852.0,,81755.0,3935.391304347826,2025-12-30,2023-08-31,20000.0
9047.0,440114,23.387166,113.191801,public,,36353.52,0.2488617333342136,270.0,,,3943.266666666667,2024-11-20,2024-02-24,13131.0
15000.0,440113,22.953999,113.357423,supporting facilities,1.0,3105.0,4.830917874396135,1185.0,,,3943.266666666667,2027-05-22,2024-02-22,2500.0
31300.0,440118,23.216124,113.745366,industrial,2.0,,,540.0,,,3943.266666666667,2025-08-17,2024-02-24,17818.0
43019.64,440105,23.104416,113.291291,mixed use,,,,716.0,,,4064.818181818182,2025-12-30,2024-01-14,4138.6465
16239.24,440118,23.131018,113.624558,industrial,1.0,2248.95,7.22080971119856,368.0,,81755.0,4073.4761904761904,2025-01-02,2023-12-31,6500.0
20000.0,440118,23.174537,113.631788,industrial,,6669.01,2.99894587052651,184.0,,,4064.818181818182,2024-08-02,2024-01-31,11300.0
8540.49,440114,23.419781,113.365461,commercial,1.0,4100.0,2.08,731.0,,,4064.818181818182,2026-01-31,2024-01-31,9823.2
130000.0,440111,23.362589,113.388214,industrial,,34853.0,3.729951510630362,731.0,,81755.0,3975.090909090909,2025-11-25,2023-11-25,35000.0
46972.0,440111,23.373283,113.301243,commercial,,23130.0,2.5385,913.0,,81755.0,4073.4761904761904,2026-06-29,2023-12-29,36000.0
91693.0,440113,23.04067,113.455877,industrial,,26198.0,3.5,730.0,,76064.0,4558.782608695652,2023-12-30,2021-12-30,30000.0
5000.0,440103,23.087666,113.224963,public,1.0,4285.0,1.1668611435239207,759.0,,81755.0,4161.6875,2025-02-27,2023-01-30,5700.0
103525.44,440113,22.982115,113.271299,commercial,6.0,,,487.0,,,3943.266666666667,2025-06-29,2024-02-28,1800.0
61337.44,440111,23.19259,113.273267,mixed use,,6709.0,9.142560739305411,1095.0,,,3943.266666666667,2027-01-31,2024-02-01,30000.0
4100.0,440105,23.125282,113.321951,mixed use,2.0,2500.0,1.64,547.0,,,4064.818181818182,2025-07-14,2024-01-14,4000.0
24355.29,440112,23.059439,113.52051,industrial,1.0,5968.84,4.080405908015628,365.0,,81755.0,4073.4761904761904,2024-12-20,2023-12-21,35000.0
54600.0,440114,23.438038,113.373718,industrial,2.0,13388.3,4.078187671324963,1339.0,,78409.0,4009.4545454545455,2026-08-31,2022-12-31,15000.0
40000.0,440118,23.254073,113.846175,industrial,,21600.0,1.8518518518518519,213.0,,,4064.818181818182,2024-08-24,2024-01-24,8000.0
6031.08,440112,23.192776,113.443044,public,1.0,5850.0,1.030953846153846,730.0,,81755.0,3968.7894736842095,2025-04-29,2023-04-30,7400.0
19932.42,440114,23.438022,113.374038,industrial,1.0,19932.42,1.0,518.0,,81755.0,3885.857142857143,2024-12-30,2023-07-31,11863.65
27377.22,440112,23.188491,113.558219,industrial,,13490.0,2.029445515196442,365.0,,81755.0,4073.4761904761904,2024-12-30,2023-12-31,36881.0
82582.36,440115,22.79006,113.551148,industrial,1.0,29969.0,2.7555927792051786,731.0,,,4064.818181818182,2026-01-29,2024-01-29,30000.14
11135.0,440103,23.089279,113.232645,supporting facilities,,11135.0,1.0,578.0,,,4064.818181818182,2025-08-14,2024-01-14,4600.0
73983.2,440111,23.194397,113.261194,commercial,,,,311.0,,81755.0,4073.4761904761904,2024-10-30,2023-12-24,25000.0
27479.26,440112,23.110664,113.5017,industrial,2.0,,,610.0,,81755.0,4325.652173913043,2024-11-30,2023-03-31,7556.0
82066.93,440112,23.145178,113.536051,industrial,,22240.0,3.690059802158273,792.0,,78409.0,4009.4545454545455,2025-02-25,2022-12-26,35000.0
21130.0,440114,23.429239,113.343867,industrial,3.0,9496.6,2.225006844554893,366.0,,,4064.818181818182,2025-01-07,2024-01-07,10000.0
45635.06,440118,23.144188,113.620527,industrial,,12033.28,3.792404066056802,1645.0,,81755.0,3785.3,2027-12-30,2023-06-29,23015.5
33081.3,440115,22.785463,113.518025,residential,,8996.0,3.677334370831481,1035.0,,81755.0,4325.652173913043,2025-12-30,2023-03-01,34000.0
24768.0,440114,23.410573,113.41338,industrial,1.0,7315.12,3.385863799910323,730.0,,78409.0,4582.428571428572,2024-06-29,2022-06-30,3657.56
121020.0,440118,23.294833,113.658687,public,,212382.3,0.569821496424137,290.0,,81755.0,3975.090909090909,2024-08-30,2023-11-14,47000.0
143200.0,440113,22.964738,113.478277,industrial,3.0,30035.0,4.7677709339104375,1127.0,,81755.0,3975.090909090909,2026-12-30,2023-11-29,30000.0
121020.0,440118,23.275473,113.678955,public,,197042.0,0.6141837780777702,290.0,,81755.0,3975.090909090909,2024-08-30,2023-11-14,47000.0
30000.0,440103,23.408904,113.255844,industrial,1.0,195500.0,0.1534526854219949,356.0,,,4064.818181818182,2024-12-30,2024-01-09,30000.0
16467.0,440115,22.783736,113.532147,public,,9837.25,1.6739434293120536,690.0,,81755.0,4073.4761904761904,2025-11-14,2023-12-25,17033.05
79519.0,440113,23.047812,113.40297,residential,3.0,,,724.0,,81755.0,3975.090909090909,2025-11-22,2023-11-29,46899.0
85035.0,440111,23.373401,113.415744,industrial,,35926.0,3.5,560.0,,81755.0,4073.4761904761904,2025-07-12,2023-12-30,39417.3
24169.7,440111,23.338649,113.38496,supporting facilities,,11683.0,2.0687922622614057,244.0,,81755.0,4073.4761904761904,2024-08-14,2023-12-14,12000.0
60000.0,440113,22.937827,113.436605,industrial,3.0,13341.3,4.497312855568798,366.0,,81755.0,4073.4761904761904,2024-12-28,2023-12-28,13341.0
47100.0,440106,23.118542,113.398425,residential,11.0,,,366.0,,81755.0,3975.090909090909,2024-11-30,2023-11-30,13806.0
20000.0,440118,23.492005,113.710661,industrial,3.0,13320.0,1.5015015015015014,40.0,,81755.0,4073.4761904761904,2024-02-05,2023-12-27,10000.0
9264.0,440112,23.177313,113.523182,supporting facilities,,19258.0,0.49,381.0,,81755.0,3975.090909090909,2024-11-29,2023-11-14,10000.0
12000.0,440112,23.124677,113.528468,industrial,1.0,,,944.0,,81755.0,3673.3,2025-12-30,2023-05-31,12000.0
10550.1,440118,23.57623,113.750976,industrial,1.0,3333.0,3.1653465346534655,366.0,,81755.0,4073.4761904761904,2024-12-30,2023-12-30,12000.0
111362.8,440112,23.133632,113.513538,industrial,5.0,,,366.0,,81755.0,4073.4761904761904,2024-12-14,2023-12-14,32000.0
11185.0,440113,22.982079,113.47835,industrial,1.0,7.0,,360.0,,81755.0,4073.4761904761904,2024-12-06,2023-12-12,6000.0
19427.0,440112,23.191839,113.48686,public,1.0,4495.0,4.321913236929922,730.0,,81755.0,4073.4761904761904,2025-12-26,2023-12-27,16489.18
7406.0,440112,23.099734,113.425554,commercial,,7406.0,1.0,1276.0,,81755.0,3762.0,2027-04-29,2023-10-31,5000.0
271700.0,440118,23.289285,113.825216,industrial,,71327.74,3.5,912.0,,81755.0,3762.0,2026-04-30,2023-10-31,28178.1242
83438.0,440103,23.050926,113.254608,industrial,2.0,2380.0,,1095.0,,81755.0,3885.857142857143,2026-07-30,2023-07-31,30000.0
61601.84,440115,22.836542,113.33522,industrial,,19920.0,3.092461847389558,571.0,,81755.0,3975.090909090909,2025-06-23,2023-11-30,6318.0
5390.0,440113,23.025324,113.31399,commercial,,5390.0,1.0,103.0,,81755.0,4073.4761904761904,2024-03-30,2023-12-18,3250.0
72000.0,440111,23.234372,113.260403,industrial,2.0,,,904.0,,78409.0,3712.090909090909,2025-05-09,2022-11-17,35000.0
55752.56,440113,23.047868,113.497753,industrial,2.0,,,486.0,,81755.0,3762.0,2025-02-27,2023-10-30,24646.46
68523.0,440111,23.347647,113.296567,commercial,,34737.0,1.9726228517143103,1323.0,9959.33333333333,76064.0,5510.095238095239,2024-11-24,2021-04-11,25000.0
38210.08,440111,23.254711,113.465799,industrial,2.0,36405.07,1.05,761.0,,81755.0,3785.3,2025-07-30,2023-06-30,48400.0
22056.0,440114,23.426707,113.344082,industrial,2.0,3092.0,7.133247089262613,731.0,,81755.0,3673.3,2025-05-31,2023-05-31,1500.0
14048.0,440113,22.955423,113.347879,residential,25.0,16988.0,0.8269366611725925,548.0,,81755.0,3975.090909090909,2025-05-31,2023-11-30,5700.0
23000.0,440114,23.33113,113.111008,commercial,1.0,14293.17,1.6091601793024222,796.0,,81755.0,3762.0,2025-12-30,2023-10-26,12000.0
11106.0,440114,23.384564,113.258936,commercial,1.0,5521.0,2.011592102879913,394.0,,81755.0,4161.6875,2024-02-29,2023-01-31,10000.0
40184.0,440113,22.93919,113.443914,industrial,,45184.0,0.8893413597733711,729.0,,81755.0,3762.0,2025-10-29,2023-10-31,33000.0
218851.0,440106,23.191749,113.407248,residential,,58715.52,3.727310939254221,196.0,,81755.0,4073.4761904761904,2024-06-29,2023-12-16,42500.0
7427.64,440118,23.300425,113.832681,mixed use,,1208.0,6.148708609271523,365.0,,81755.0,3762.0,2024-10-26,2023-10-27,5000.0
11520.0,440114,23.3968,113.205021,industrial,2.0,19770.0,0.582701062215478,519.0,,81755.0,3885.857142857143,2024-12-20,2023-07-20,7200.0
8532.17,440111,23.283251,113.32824,public,1.0,,,548.0,,81755.0,3975.090909090909,2025-05-31,2023-11-30,4421.7936
17000.0,440115,22.688365,113.532838,commercial,1.0,4028.97,4.219440700724999,366.0,,81755.0,3885.857142857143,2024-07-31,2023-07-31,6774.0
9540.0,440112,23.107656,113.444145,supporting facilities,1.0,,,364.0,,81755.0,4073.4761904761904,2024-12-05,2023-12-07,5196.88
54446.76,440112,23.275833,113.546689,industrial,,20000.0,2.722338,366.0,,81755.0,3762.0,2024-10-31,2023-10-31,30895.84
42461.95,440112,23.171689,113.505005,industrial,2.0,,,746.0,,81755.0,3762.0,2025-11-07,2023-10-23,20000.0
46113.0,440114,23.397487,113.187791,public,5.0,58694.0,0.7856510035097284,466.0,,81755.0,3975.090909090909,2025-03-09,2023-11-29,12000.0
1093.4,440114,23.454864,113.276613,supporting facilities,3.0,3086.67,0.35,303.0,,81755.0,3935.391304347826,2024-06-29,2023-08-31,1500.0
9102.0,440105,23.10312,113.353853,public,1.0,,,92.0,,81755.0,3762.0,2024-01-14,2023-10-14,6318.0
42903.48,440112,23.109846,113.482286,industrial,1.0,13247.0,3.2387317883294333,1162.0,,78409.0,4751.8421052631575,2025-07-30,2022-05-25,9000.0
63733.0,440118,23.17064,113.618832,industrial,2.0,11748.16,5.425,412.0,,81755.0,3975.090909090909,2024-12-30,2023-11-14,23000.0
25958.0,440112,23.174971,113.436733,industrial,,25958.0,1.0,134.0,,81755.0,4073.4761904761904,2024-05-09,2023-12-27,1700.0
69544.0,440118,23.303934,113.847688,industrial,,53499.78,1.3,427.0,,81755.0,3968.7894736842095,2024-06-30,2023-04-30,35000.0
73114.0,440118,23.13588,113.62258,industrial,,15594.0,4.688598178786713,1091.0,,81755.0,4161.6875,2025-12-30,2023-01-04,23300.0
9255.62,440112,23.091074,113.483727,public,3.0,7279.03,1.271545796624001,121.0,,81755.0,3975.090909090909,2024-03-28,2023-11-28,6263.49
71360.26,440103,23.05973,113.221374,mixed use,,15670.0,4.553941289087428,0.0,,81755.0,3762.0,2023-10-12,2023-10-12,49145.59
38850.0,440106,23.119657,113.353164,industrial,,38850.0,1.0,477.0,,81755.0,3975.090909090909,2025-03-15,2023-11-24,22875.0
99485.0,440114,23.430719,113.316075,commercial,5.0,29995.0,2.5,549.0,,81755.0,3975.090909090909,2025-05-04,2023-11-02,16000.0
24238.92,440114,23.429239,113.343867,industrial,2.0,9496.6,2.5523787460775433,370.0,,81755.0,3975.090909090909,2024-11-09,2023-11-05,10000.0
53388.0,440111,23.278975,113.223808,industrial,5.0,15530.0,3.437733419188667,611.0,,81755.0,3968.7894736842095,2024-12-31,2023-04-30,19200.0
24242.0,440113,22.898016,113.342481,industrial,1.0,6224.79,3.8944285670681262,578.0,,81755.0,3762.0,2025-05-30,2023-10-30,7000.0
84000.0,440114,23.353811,113.140613,industrial,8.0,20945.0,4.010503700167105,548.0,,81755.0,4073.4761904761904,2025-06-14,2023-12-14,19000.0
5449.65,440114,23.462248,113.153922,public,1.0,4702.0,1.159006805614632,380.0,,81755.0,3762.0,2024-11-14,2023-10-31,3299.94
6932.0,440114,23.464562,113.15763,public,1.0,,,0.0,,81755.0,4161.6875,2023-01-16,2023-01-16,3180.0
37761.5,440114,23.410542,113.090459,public,1.0,5451.06,6.9273682549816,705.0,,81755.0,3762.0,2025-10-03,2023-10-29,18500.0
49639.0,440113,22.979048,113.35094,commercial,3.0,13680.0,3.628581871345029,183.0,,81755.0,3762.0,2024-04-29,2023-10-29,30000.0
53774.6,440111,23.246111,113.349565,commercial,,10670.0,3.67,179.0,,81755.0,3872.15,2024-03-27,2023-09-30,20000.0
90453.0,440118,23.198177,113.60926,industrial,4.0,40598.0,2.22801615843145,731.0,,81755.0,3673.3,2025-05-21,2023-05-21,8590.0
220284.32,440113,23.00366,113.266417,mixed use,,73612.62,2.992480365459075,152.0,,81755.0,3975.090909090909,2024-04-04,2023-11-04,2008.74
8252.0,440111,23.318562,113.293369,supporting facilities,1.0,,,456.0,,81755.0,3872.15,2024-12-16,2023-09-17,9157.0
21154.4,440114,23.154414,113.264168,public,1.0,96000.0,0.22035833333333335,215.0,,81755.0,3762.0,2024-06-02,2023-10-31,20000.0
15985.2,440111,23.246399,113.263588,industrial,1.0,12667.0,1.261956264308834,365.0,,81755.0,3935.391304347826,2024-08-29,2023-08-30,7000.0
4490.0,440114,23.389162,113.22061,public,2.0,,,161.0,,81755.0,3872.15,2024-03-03,2023-09-24,1838.46
11597.2,440114,23.35946,113.223812,commercial,,11597.2,1.0,0.0,,81755.0,3762.0,2023-10-30,2023-10-30,2000.0
38500.0,440118,23.171628,113.634744,industrial,,16666.77,2.5,540.0,,81755.0,3762.0,2025-04-18,2023-10-26,29000.0
90477.66,440118,23.159613,113.625459,industrial,8.0,66667.0,1.3571581142094291,449.0,,81755.0,3762.0,2024-12-30,2023-10-08,44426.38
21433.08,440114,23.395865,113.180612,public,1.0,36338.01,0.5898253646801243,510.0,,81755.0,3872.15,2025-02-18,2023-09-27,20635.29
38907.0,440103,23.081286,113.209092,industrial,,38907.0,1.0,182.0,,81755.0,3935.391304347826,2024-02-28,2023-08-30,5626.26
16339.95,440118,23.35946,113.223812,commercial,2.0,21744.7,0.7515,366.0,,81755.0,3935.391304347826,2024-08-31,2023-08-31,10000.0
43836.0,440112,23.19513,113.543014,industrial,1.0,4273.3,10.258114337865349,853.0,,81755.0,3935.391304347826,2025-12-30,2023-08-30,20000.0
55436.0,440118,23.135188,113.605172,industrial,2.0,,,460.0,,81755.0,3872.15,2024-12-30,2023-09-27,27600.0
4265.0,440111,23.362807,113.370121,industrial,,4265.0,1.0,365.0,,81755.0,3872.15,2024-09-29,2023-09-30,1800.0
52800.0,440118,23.171628,113.634744,industrial,,14666.0,3.600163643801991,381.0,,81755.0,3762.0,2024-10-30,2023-10-15,25000.0
26289.0,440118,23.317422,113.622458,industrial,4.0,32718.06,0.8035011855837418,358.0,,81755.0,3762.0,2024-09-29,2023-10-07,7500.0
11236.65,440113,22.945503,113.405783,commercial,1.0,2653.93,4.233966231211825,365.0,,78409.0,4751.8421052631575,2023-05-31,2022-05-31,4996.68
28981.46,440112,23.203311,113.568816,industrial,4.0,32311.0,2.51,350.0,,81755.0,3762.0,2024-09-29,2023-10-15,48100.0
851.0,440112,23.330953,113.551301,commercial,1.0,4813.0,0.17681279867026803,125.0,,81755.0,3872.15,2024-01-17,2023-09-14,1147.0
2552.0,440114,23.007982,113.287027,supporting facilities,3.0,185147.0,0.013783642187018963,239.0,,81755.0,3935.391304347826,2024-04-26,2023-08-31,2220.42
3549.0,440111,23.19757,113.252723,industrial,1.0,3281.0,1.0816824138982017,396.0,,81755.0,3885.857142857143,2024-08-23,2023-07-24,4290.9173
17800.9,440114,23.421156,113.418283,industrial,1.0,,,853.0,,78409.0,3996.8260869565215,2024-12-30,2022-08-30,5000.0
60000.0,440115,22.85556,113.361825,industrial,,20000.0,3.0,396.0,,81755.0,3762.0,2024-11-18,2023-10-19,15800.0
8590.7,440111,23.178095,113.289421,industrial,2.0,,,1674.0,8673.33333333333,66934.0,3678.55,2023-12-30,2019-05-31,10274.0
6294.0,440106,23.136166,113.388152,commercial,1.0,7436.0,0.8464228079612695,240.0,,81755.0,3935.391304347826,2024-04-20,2023-08-24,1115.4
4362.0,440115,22.790944,113.384534,supporting facilities,3.0,5340.0,0.8168539325842696,335.0,,81755.0,3935.391304347826,2024-07-16,2023-08-16,3449.93
14067.0,440106,23.138296,113.356471,residential,1.0,800.0,,549.0,,81755.0,3935.391304347826,2025-03-02,2023-08-31,8410.67
2652.0,440113,23.040563,113.4979,commercial,1.0,1326.0,2.0,206.0,,81755.0,3968.7894736842095,2023-10-30,2023-04-07,1666.0
30126.7,440106,23.164451,113.382278,commercial,1.0,8936.0,3.3713854073410925,366.0,,81755.0,3872.15,2024-09-19,2023-09-19,34414.39
4930.0,440114,23.415113,113.307824,supporting facilities,1.0,9860.0,0.5,183.0,,81755.0,3785.3,2023-12-29,2023-06-29,3205.0
44362.06,440184,23.64259,113.412837,industrial,2.0,155088.27,0.28604394129871974,219.0,,81755.0,3935.391304347826,2024-03-20,2023-08-14,16388.0
10528.43,440115,22.85605,113.510857,industrial,1.0,,,239.0,,81755.0,3872.15,2024-05-15,2023-09-19,5010.151
57240.0,440115,22.748725,113.434378,industrial,2.0,14623.0,3.914381453874034,510.0,,81755.0,3935.391304347826,2024-12-31,2023-08-09,22000.0
53000.0,440114,23.435279,113.240686,public,,66463.0,0.7974361674916871,808.0,,81755.0,3762.0,2025-12-30,2023-10-14,40698.0
58041.03,440184,23.538787,113.587607,mixed use,,,,1096.0,,81755.0,3872.15,2026-09-30,2023-09-30,42000.0
221771.59,440106,23.142382,113.43047,residential,25.0,149461.1,1.4838080945476781,731.0,,81755.0,3872.15,2025-09-19,2023-09-19,6400.0
10493.57,440183,23.297888,113.63039,mixed use,1.0,5402.5,1.9423544655252198,365.0,,81755.0,3872.15,2024-09-24,2023-09-25,1471.7
86252.9,440183,23.292665,113.600085,residential,,86252.9,1.0,426.0,,81755.0,3872.15,2024-11-29,2023-09-30,8951.17
17520.0,440106,23.159497,113.271559,commercial,5.0,24336.0,0.7199211045364892,240.0,,81755.0,3935.391304347826,2024-04-20,2023-08-24,3650.4
10057.0,440106,23.114706,113.381163,commercial,1.0,10057.0,1.0,307.0,,81755.0,3872.15,2024-07-30,2023-09-27,5800.0
37586.6,440103,23.06814,113.236075,public,1.0,27884.607,1.3479336466890137,1825.0,,78409.0,3697.875,2027-10-30,2022-10-31,25097.0
33000.0,440112,23.05483,113.521401,industrial,1.0,12000.0,2.75,552.0,,81755.0,3673.3,2024-11-29,2023-05-27,36700.0
46844.0,440114,23.438038,113.373718,industrial,2.0,13388.99,3.4986955700168574,549.0,,81755.0,3673.3,2024-11-30,2023-05-31,40000.0
53578.6,440113,22.952708,113.479171,public,1.0,43878.83,1.2210580819953494,791.0,,78409.0,3996.8260869565215,2024-10-30,2022-08-31,16062.1971
27415.52,440114,23.340894,113.111545,public,,32631.0,0.8401679384634244,457.0,,81755.0,3673.3,2024-08-30,2023-05-31,19928.71
2008.0,440112,23.152208,113.505568,industrial,1.0,2008.0,1.0,121.0,,81755.0,3935.391304347826,2023-12-30,2023-08-31,4800.0
6340.0,440115,22.883885,113.367057,industrial,1.0,13333.74,0.48,546.0,,81755.0,3762.0,2025-03-30,2023-10-01,12000.0
266500.0,440114,23.357724,113.099244,industrial,,266500.0,1.0,455.0,,81755.0,3935.391304347826,2024-10-31,2023-08-03,3000.0
3706.85,440111,23.206102,113.231559,public,1.0,,,1096.0,,81755.0,3885.857142857143,2026-07-19,2023-07-19,3000.0
37462.47,440103,23.06814,113.236075,public,1.0,25945.0,1.4439186741183272,1825.0,,78409.0,3697.875,2027-10-30,2022-10-31,23351.0
118037.0,440111,23.264605,113.264718,public,,,,1042.0,,78409.0,3697.875,2025-08-17,2022-10-10,22152.4
